,sensor [K-33 ELG],,,
01/16/23 5:04:52.718,"826","18.76","53.22",
01/16/23 5:05:52.709,"823","18.74","53.25",
01/16/23 5:06:52.705,"826","18.74","53.32",
01/16/23 5:07:52.714,"824","18.71","53.32",
01/16/23 5:08:52.707,"828","18.71","53.35",
01/16/23 5:09:52.704,"834","18.7","53.38",
01/16/23 5:10:52.717,"834","18.69","53.38",
01/16/23 5:11:52.708,"828","18.7","53.38",
01/16/23 5:12:52.710,"834","18.69","53.38",
01/16/23 5:13:52.708,"834","18.68","53.44",
01/16/23 5:14:52.706,"841","18.66","53.5",
01/16/23 5:15:52.705,"842","18.64","53.57",
01/16/23 5:16:52.712,"844","18.62","53.63",
01/16/23 5:17:52.716,"848","18.62","53.66",
01/16/23 5:18:52.710,"845","18.59","53.69",
01/16/23 5:19:52.708,"845","18.58","53.75",
01/16/23 5:20:52.719,"847","18.56","53.82",
01/16/23 5:21:52.715,"845","18.54","53.79",
01/16/23 5:22:52.708,"843","18.53","53.85",
01/16/23 5:23:52.709,"843","18.51","53.88",
01/16/23 5:24:52.715,"843","18.52","53.85",
01/16/23 5:25:52.717,"844","18.51","53.88",
01/16/23 5:26:52.709,"844","18.51","53.88",
01/16/23 5:27:52.718,"847","18.5","53.91",
01/16/23 5:28:52.720,"846","18.49","53.91",
01/16/23 5:29:52.713,"842","18.47","53.97",
01/16/23 5:30:52.713,"844","18.46","53.97",
01/16/23 5:31:52.719,"845","18.44","54.04",
01/16/23 5:32:52.714,"842","18.45","53.97",
01/16/23 5:33:52.713,"843","18.46","53.97",
01/16/23 5:34:52.720,"840","18.47","53.97",
01/16/23 5:35:52.715,"831","18.49","53.69",
01/16/23 5:36:52.708,"847","18.5","53.88",
01/16/23 5:37:52.714,"856","18.54","54.07",
01/16/23 5:38:52.721,"865","18.62","53.88",
01/16/23 5:39:52.711,"877","18.74","53.72",
01/16/23 5:40:52.711,"876","18.86","53.44",
01/16/23 5:41:52.717,"861","18.9","53.25",
01/16/23 5:42:52.719,"856","18.92","53.06",
01/16/23 5:43:52.720,"858","18.95","53",
01/16/23 5:44:52.717,"867","18.95","53.03",
01/16/23 5:45:52.707,"875","18.92","53.19",
01/16/23 5:46:52.714,"880","18.9","53.25",
01/16/23 5:47:52.717,"874","18.88","53.25",
01/16/23 5:48:52.711,"876","18.87","53.28",
01/16/23 5:49:52.708,"862","18.84","53.32",
01/16/23 5:50:52.716,"861","18.83","53.35",
01/16/23 5:51:52.706,"864","18.8","53.35",
01/16/23 5:52:52.712,"862","18.77","53.44",
01/16/23 5:53:52.720,"862","18.75","53.47",
01/16/23 5:54:52.719,"861","18.74","53.5",
01/16/23 5:55:52.706,"861","18.72","53.53",
01/16/23 5:56:52.708,"859","18.69","53.63",
01/16/23 5:57:52.708,"858","18.71","53.57",
01/16/23 5:58:52.721,"856","18.67","53.63",
01/16/23 5:59:52.711,"853","18.67","53.63",
01/16/23 6:00:52.715,"858","18.64","53.69",
01/16/23 6:01:52.711,"857","18.64","53.75",
01/16/23 6:02:52.712,"854","18.62","53.79",
01/16/23 6:03:52.722,"855","18.62","53.85",
01/16/23 6:04:52.713,"859","18.62","53.82",
01/16/23 6:05:52.710,"857","18.6","53.85",
01/16/23 6:06:52.707,"854","18.59","53.85",
01/16/23 6:07:52.718,"855","18.59","53.82",
01/16/23 6:08:52.710,"857","18.59","53.82",
01/16/23 6:09:52.713,"855","18.58","53.85",
01/16/23 6:10:52.720,"854","18.59","53.82",
01/16/23 6:11:52.709,"856","18.58","53.82",
01/16/23 6:12:52.712,"848","18.56","53.82",
01/16/23 6:13:52.710,"858","18.59","53.82",
01/16/23 6:14:52.717,"853","18.58","53.85",
01/16/23 6:15:52.715,"849","18.57","53.88",
01/16/23 6:16:52.721,"851","18.55","53.91",
01/16/23 6:17:52.716,"854","18.54","53.94",
01/16/23 6:18:52.713,"856","18.52","54.01",
01/16/23 6:19:52.718,"859","18.5","54.1",
01/16/23 6:20:52.720,"860","18.5","54.13",
01/16/23 6:21:52.722,"858","18.5","54.19",
01/16/23 6:22:52.716,"863","18.47","54.26",
01/16/23 6:23:52.710,"863","18.46","54.35",
01/16/23 6:24:52.716,"867","18.46","54.38",
01/16/23 6:25:52.709,"864","18.43","54.41",
01/16/23 6:26:52.721,"865","18.44","54.44",
01/16/23 6:27:52.716,"864","18.42","54.51",
01/16/23 6:28:52.714,"863","18.42","54.51",
01/16/23 6:29:52.709,"863","18.42","54.54",
01/16/23 6:30:52.714,"866","18.4","54.57",
01/16/23 6:31:52.719,"863","18.39","54.66",
01/16/23 6:32:52.724,"858","18.39","54.54",
01/16/23 6:33:52.713,"861","18.39","54.63",
01/16/23 6:34:52.718,"864","18.36","54.7",
01/16/23 6:35:52.713,"864","18.38","54.76",
01/16/23 6:36:52.716,"861","18.35","54.7",
01/16/23 6:37:52.723,"860","18.37","54.63",
01/16/23 6:38:52.721,"867","18.4","54.76",
01/16/23 6:39:52.714,"873","18.42","54.85",
01/16/23 6:40:52.719,"888","18.51","54.7",
01/16/23 6:41:52.723,"894","18.67","54.51",
01/16/23 6:42:52.713,"894","18.78","54.19",
01/16/23 6:43:52.718,"878","18.83","53.85",
01/16/23 6:44:52.721,"883","18.87","53.72",
01/16/23 6:45:52.716,"871","18.87","53.63",
01/16/23 6:46:52.721,"877","18.87","53.63",
01/16/23 6:47:52.712,"879","18.84","53.69",
01/16/23 6:48:52.717,"881","18.85","53.82",
01/16/23 6:49:52.723,"882","18.82","53.91",
01/16/23 6:50:52.716,"875","18.81","53.94",
01/16/23 6:51:52.719,"880","18.79","53.94",
01/16/23 6:52:52.713,"880","18.76","53.97",
01/16/23 6:53:52.720,"877","18.74","54.07",
01/16/23 6:54:52.711,"876","18.7","54.07",
01/16/23 6:55:52.720,"878","18.7","54.13",
01/16/23 6:56:52.722,"867","18.68","54.1",
01/16/23 6:57:52.711,"872","18.66","54.13",
01/16/23 6:58:52.716,"874","18.64","54.22",
01/16/23 6:59:52.725,"870","18.63","54.19",
01/16/23 7:00:52.714,"865","18.62","54.26",
01/16/23 7:01:52.720,"874","18.59","54.32",
01/16/23 7:02:52.725,"869","18.58","54.32",
01/16/23 7:03:52.714,"869","18.56","54.38",
01/16/23 7:04:52.719,"873","18.56","54.38",
01/16/23 7:05:52.725,"867","18.56","54.41",
01/16/23 7:06:52.712,"870","18.54","54.44",
01/16/23 7:07:52.721,"870","18.54","54.41",
01/16/23 7:08:52.713,"869","18.51","54.44",
01/16/23 7:09:52.719,"868","18.5","54.51",
01/16/23 7:10:52.717,"866","18.49","54.51",
01/16/23 7:11:52.721,"870","18.48","54.51",
01/16/23 7:12:52.714,"867","18.48","54.48",
01/16/23 7:13:52.712,"861","18.49","54.48",
01/16/23 7:14:52.720,"864","18.48","54.48",
01/16/23 7:15:52.727,"862","18.47","54.48",
01/16/23 7:16:52.714,"864","18.47","54.44",
01/16/23 7:17:52.722,"858","18.48","54.35",
01/16/23 7:18:52.727,"857","18.49","54.32",
01/16/23 7:19:52.717,"858","18.48","54.29",
01/16/23 7:20:52.721,"852","18.48","54.29",
01/16/23 7:21:52.724,"854","18.48","54.26",
01/16/23 7:22:52.719,"857","18.48","54.29",
01/16/23 7:23:52.727,"855","18.47","54.29",
01/16/23 7:24:52.719,"859","18.45","54.38",
01/16/23 7:25:52.724,"858","18.43","54.41",
01/16/23 7:26:52.712,"861","18.44","54.41",
01/16/23 7:27:52.720,"863","18.42","54.48",
01/16/23 7:28:52.715,"862","18.4","54.54",
01/16/23 7:29:52.724,"858","18.4","54.51",
01/16/23 7:30:52.713,"851","18.4","54.51",
01/16/23 7:31:52.717,"860","18.42","54.51",
01/16/23 7:32:52.722,"874","18.46","54.66",
01/16/23 7:33:52.715,"886","18.54","54.6",
01/16/23 7:34:52.724,"892","18.66","54.41",
01/16/23 7:35:52.727,"881","18.78","53.88",
01/16/23 7:36:52.715,"879","18.83","53.75",
01/16/23 7:37:52.724,"880","18.84","53.66",
01/16/23 7:38:52.718,"864","18.85","53.57",
01/16/23 7:39:52.728,"867","18.86","53.44",
01/16/23 7:40:52.717,"881","18.85","53.57",
01/16/23 7:41:52.723,"880","18.84","53.69",
01/16/23 7:42:52.713,"882","18.82","53.75",
01/16/23 7:43:52.719,"880","18.79","53.79",
01/16/23 7:44:52.722,"875","18.78","53.79",
01/16/23 7:45:52.715,"870","18.76","53.85",
01/16/23 7:46:52.719,"872","18.74","53.85",
01/16/23 7:47:52.715,"863","18.73","53.82",
01/16/23 7:48:52.717,"868","18.73","53.82",
01/16/23 7:49:52.722,"872","18.7","53.91",
01/16/23 7:50:52.726,"887","18.71","53.97",
01/16/23 7:51:52.713,"885","18.7","54.01",
01/16/23 7:52:52.724,"890","18.69","53.94",
01/16/23 7:53:52.714,"882","18.69","54.01",
01/16/23 7:54:52.722,"892","18.67","54.07",
01/16/23 7:55:52.726,"883","18.68","54.01",
01/16/23 7:56:52.727,"894","18.66","54.16",
01/16/23 7:57:52.718,"899","18.67","54.16",
01/16/23 7:58:52.724,"906","18.65","54.26",
01/16/23 7:59:52.715,"904","18.63","54.32",
01/16/23 8:00:52.721,"916","18.63","54.44",
01/16/23 8:01:52.729,"915","18.61","54.51",
01/16/23 8:02:52.722,"917","18.61","54.54",
01/16/23 8:03:52.726,"917","18.61","54.54",
01/16/23 8:04:52.715,"918","18.59","54.57",
01/16/23 8:05:52.718,"924","18.58","54.7",
01/16/23 8:06:52.724,"923","18.56","54.73",
01/16/23 8:07:52.716,"924","18.57","54.7",
01/16/23 8:08:52.724,"919","18.56","54.82",
01/16/23 8:09:52.716,"921","18.55","54.88",
01/16/23 8:10:52.725,"919","18.54","54.79",
01/16/23 8:11:52.715,"923","18.55","54.88",
01/16/23 8:12:52.724,"925","18.54","54.82",
01/16/23 8:13:52.729,"923","18.53","54.92",
01/16/23 8:14:52.716,"923","18.54","54.92",
01/16/23 8:15:52.721,"922","18.54","54.92",
01/16/23 8:16:52.723,"916","18.56","54.85",
01/16/23 8:17:52.717,"917","18.55","54.88",
01/16/23 8:18:52.719,"918","18.52","54.92",
01/16/23 8:19:52.730,"918","18.52","54.85",
01/16/23 8:20:52.718,"915","18.54","54.76",
01/16/23 8:21:52.720,"909","18.54","54.79",
01/16/23 8:22:52.728,"910","18.54","54.73",
01/16/23 8:23:52.720,"900","18.55","54.7",
01/16/23 8:24:52.729,"897","18.56","54.6",
01/16/23 8:25:52.720,"900","18.53","54.6",
01/16/23 8:26:52.722,"894","18.52","54.6",
01/16/23 8:27:52.723,"892","18.54","54.54",
01/16/23 8:28:52.721,"893","18.52","54.51",
01/16/23 8:29:52.716,"895","18.52","54.51",
01/16/23 8:30:52.720,"890","18.52","54.63",
01/16/23 8:31:52.723,"894","18.51","54.7",
01/16/23 8:32:52.720,"902","18.5","54.82",
01/16/23 8:33:52.724,"905","18.55","54.85",
01/16/23 8:34:52.731,"906","18.64","54.57",
01/16/23 8:35:52.721,"911","18.76","54.32",
01/16/23 8:36:52.722,"915","18.86","54.07",
01/16/23 8:37:52.717,"906","18.92","53.88",
01/16/23 8:38:52.727,"905","18.94","53.82",
01/16/23 8:39:52.719,"890","18.95","53.6",
01/16/23 8:40:52.727,"896","18.97","53.5",
01/16/23 8:41:52.730,"903","18.98","53.63",
01/16/23 8:42:52.724,"898","18.96","53.66",
01/16/23 8:43:52.729,"897","18.93","53.69",
01/16/23 8:44:52.717,"897","18.92","53.72",
01/16/23 8:45:52.721,"893","18.88","53.79",
01/16/23 8:46:52.723,"899","18.89","53.82",
01/16/23 8:47:52.727,"907","18.88","53.91",
01/16/23 8:48:52.719,"919","18.86","53.91",
01/16/23 8:49:52.725,"913","18.86","54.01",
01/16/23 8:50:52.729,"909","18.82","54.07",
01/16/23 8:51:52.719,"908","18.84","54.04",
01/16/23 8:52:52.729,"907","18.84","54.01",
01/16/23 8:53:52.718,"903","18.82","53.97",
01/16/23 8:54:52.725,"904","18.84","53.94",
01/16/23 8:55:52.731,"901","18.85","53.97",
01/16/23 8:56:52.721,"907","18.88","54.01",
01/16/23 8:57:52.730,"907","18.89","54.16",
01/16/23 8:58:52.724,"908","18.86","54.04",
01/16/23 8:59:52.729,"906","18.9","53.97",
01/16/23 9:00:52.722,"908","18.94","53.97",
01/16/23 9:01:52.726,"910","18.93","53.94",
01/16/23 9:02:52.730,"911","18.94","53.97",
01/16/23 9:03:52.722,"909","18.95","53.97",
01/16/23 9:04:52.725,"906","18.93","53.88",
01/16/23 9:05:52.724,"909","18.93","53.85",
01/16/23 9:06:52.730,"908","18.96","53.91",
01/16/23 9:07:52.723,"903","18.93","53.91",
01/16/23 9:08:52.732,"899","18.91","53.97",
01/16/23 9:09:52.725,"913","18.91","54.16",
01/16/23 9:10:52.719,"910","18.92","54.1",
01/16/23 9:11:52.723,"916","18.93","54.32",
01/16/23 9:12:52.730,"975","18.94","54.44",
01/16/23 9:13:52.721,"972","18.95","54.63",
01/16/23 9:14:52.723,"971","18.94","54.54",
01/16/23 9:15:52.728,"1023","18.98","55.07",
01/16/23 9:16:52.732,"1037","19","55.17",
01/16/23 9:17:52.721,"1025","18.95","55.26",
01/16/23 9:18:52.724,"1003","18.98","54.98",
01/16/23 9:19:52.728,"1010","18.99","54.79",
01/16/23 9:20:52.732,"1011","19.02","54.66",
01/16/23 9:21:52.721,"1015","18.98","54.76",
01/16/23 9:22:52.729,"1014","18.97","54.79",
01/16/23 9:23:52.722,"1008","18.94","54.73",
01/16/23 9:24:52.730,"1005","18.96","54.7",
01/16/23 9:25:52.735,"1000","18.98","54.51",
01/16/23 9:26:52.733,"1001","18.99","54.54",
01/16/23 9:27:52.731,"990","18.97","54.44",
01/16/23 9:28:52.727,"994","18.98","54.44",
01/16/23 9:29:52.733,"985","18.99","54.32",
01/16/23 9:30:52.724,"985","19.02","54.26",
01/16/23 9:31:52.728,"985","19.01","54.26",
01/16/23 9:32:52.733,"981","19.01","54.22",
01/16/23 9:33:52.723,"970","19","54.19",
01/16/23 9:34:52.731,"979","19","54.19",
01/16/23 9:35:52.723,"975","19","54.1",
01/16/23 9:36:52.727,"978","18.98","54.16",
01/16/23 9:37:52.721,"985","19.02","54.26",
01/16/23 9:38:52.731,"988","19.02","54.26",
01/16/23 9:39:52.735,"987","18.96","54.32",
01/16/23 9:40:52.729,"985","19.01","54.32",
01/16/23 9:41:52.734,"980","19","54.29",
01/16/23 9:42:52.726,"977","19","54.26",
01/16/23 9:43:52.733,"983","19.01","54.19",
01/16/23 9:44:52.724,"979","18.99","54.26",
01/16/23 9:45:52.728,"971","19","54.26",
01/16/23 9:46:52.732,"971","18.99","54.26",
01/16/23 9:47:52.734,"968","18.94","54.38",
01/16/23 9:48:52.724,"953","18.96","54.32",
01/16/23 9:49:52.729,"965","18.93","54.51",
01/16/23 9:50:52.731,"956","19","54.48",
01/16/23 9:51:52.734,"954","19.06","54.29",
01/16/23 9:52:52.727,"947","19.17","54.01",
01/16/23 9:53:52.729,"932","19.23","53.72",
01/16/23 9:54:52.736,"931","19.24","53.53",
01/16/23 9:55:52.725,"925","19.3","53.38",
01/16/23 9:56:52.729,"915","19.3","53.41",
01/16/23 9:57:52.737,"917","19.31","53.38",
01/16/23 9:58:52.728,"916","19.3","53.38",
01/16/23 9:59:52.735,"912","19.3","53.32",
01/16/23 10:00:52.725,"911","19.26","53.35",
01/16/23 10:01:52.729,"905","19.28","53.35",
01/16/23 10:02:52.734,"904","19.26","53.32",
01/16/23 10:03:52.738,"900","19.28","53.32",
01/16/23 10:04:52.726,"899","19.23","53.32",
01/16/23 10:05:52.730,"897","19.25","53.32",
01/16/23 10:06:52.734,"895","19.24","53.38",
01/16/23 10:07:52.727,"895","19.22","53.41",
01/16/23 10:08:52.734,"893","19.2","53.44",
01/16/23 10:09:52.732,"895","19.18","53.47",
01/16/23 10:10:52.724,"891","19.23","53.44",
01/16/23 10:11:52.727,"883","19.22","53.35",
01/16/23 10:12:52.735,"885","19.18","53.28",
01/16/23 10:13:52.739,"885","19.18","53.35",
01/16/23 10:14:52.726,"880","19.18","53.38",
01/16/23 10:15:52.736,"882","19.14","53.44",
01/16/23 10:16:52.727,"886","19.15","53.44",
01/16/23 10:17:52.738,"884","19.15","53.5",
01/16/23 10:18:52.729,"880","19.13","53.5",
01/16/23 10:19:52.726,"878","19.1","53.57",
01/16/23 10:20:52.740,"877","19.08","53.6",
01/16/23 10:21:52.732,"877","19.07","53.6",
01/16/23 10:22:52.736,"879","19.06","53.63",
01/16/23 10:23:52.738,"877","19.06","53.57",
01/16/23 10:24:52.730,"882","19.06","53.69",
01/16/23 10:25:52.726,"883","19.06","53.6",
01/16/23 10:26:52.731,"887","19.08","53.6",
01/16/23 10:27:52.736,"885","19.11","53.47",
01/16/23 10:28:52.731,"873","19.06","53.44",
01/16/23 10:29:52.729,"881","19.08","53.47",
01/16/23 10:30:52.734,"881","19.08","53.44",
01/16/23 10:31:52.739,"878","19.05","53.47",
01/16/23 10:32:52.739,"878","19.04","53.47",
01/16/23 10:33:52.737,"874","19.06","53.41",
01/16/23 10:34:52.736,"875","19.05","53.44",
01/16/23 10:35:52.738,"871","19.06","53.44",
01/16/23 10:36:52.737,"864","19.03","53.44",
01/16/23 10:37:52.741,"860","19.06","53.47",
01/16/23 10:38:52.739,"857","19.04","53.5",
01/16/23 10:39:52.733,"858","19.03","53.44",
01/16/23 10:40:52.736,"851","19.05","53.44",
01/16/23 10:41:52.737,"851","19.06","53.41",
01/16/23 10:42:52.729,"848","19.04","53.38",
01/16/23 10:43:52.731,"846","19.05","53.35",
01/16/23 10:44:52.730,"845","19.02","53.38",
01/16/23 10:45:52.742,"845","19.02","53.35",
01/16/23 10:46:52.737,"840","19.06","53.28",
01/16/23 10:47:52.733,"841","19.08","53.25",
01/16/23 10:48:52.734,"838","19.04","53.25",
01/16/23 10:49:52.728,"836","19.05","53.22",
01/16/23 10:50:52.738,"835","19.06","53.16",
01/16/23 10:51:52.733,"833","19.06","53.25",
01/16/23 10:52:52.742,"833","19.01","53.25",
01/16/23 10:53:52.739,"833","19.05","53.41",
01/16/23 10:54:52.731,"829","19.06","53.38",
01/16/23 10:55:52.735,"823","19.14","53.1",
01/16/23 10:56:52.739,"823","19.28","52.81",
01/16/23 10:57:52.729,"823","19.36","52.63",
01/16/23 10:58:52.735,"820","19.39","52.37",
01/16/23 10:59:52.740,"817","19.44","52.25",
01/16/23 11:00:52.728,"815","19.46","52.15",
01/16/23 11:01:52.732,"806","19.48","52.15",
01/16/23 11:02:52.738,"806","19.5","52.19",
01/16/23 11:03:52.742,"806","19.52","52.12",
01/16/23 11:04:52.730,"802","19.49","52.03",
01/16/23 11:05:52.737,"800","19.48","52.12",
01/16/23 11:06:52.739,"801","19.5","52.12",
01/16/23 11:07:52.732,"797","19.49","52.12",
01/16/23 11:08:52.740,"797","19.48","52.12",
01/16/23 11:09:52.732,"796","19.51","52.09",
01/16/23 11:10:52.736,"789","19.47","52.15",
01/16/23 11:11:52.738,"789","19.45","52.15",
01/16/23 11:12:52.744,"787","19.46","52.12",
01/16/23 11:13:52.733,"786","19.45","52.12",
01/16/23 11:14:52.740,"786","19.41","52.15",
01/16/23 11:15:52.729,"781","19.42","52.15",
01/16/23 11:16:52.735,"783","19.45","52.15",
01/16/23 11:17:52.744,"779","19.43","52.19",
01/16/23 11:18:52.736,"781","19.42","52.25",
01/16/23 11:19:52.731,"776","19.42","52.19",
01/16/23 11:20:52.736,"775","19.37","52.19",
01/16/23 11:21:52.738,"775","19.4","52.22",
01/16/23 11:22:52.735,"772","19.4","52.22",
01/16/23 11:23:52.737,"774","19.38","52.22",
01/16/23 11:24:52.740,"770","19.37","52.25",
01/16/23 11:25:52.735,"769","19.36","52.28",
01/16/23 11:26:52.743,"769","19.38","52.22",
01/16/23 11:27:52.733,"767","19.34","52.22",
01/16/23 11:28:52.731,"764","19.34","52.22",
01/16/23 11:29:52.730,"767","19.36","52.19",
01/16/23 11:30:52.735,"762","19.34","52.15",
01/16/23 11:31:52.734,"760","19.35","52.15",
01/16/23 11:32:52.745,"758","19.36","52.12",
01/16/23 11:33:52.744,"756","19.37","52.12",
01/16/23 11:34:52.732,"749","19.36","52.09",
01/16/23 11:35:52.739,"754","19.35","52.15",
01/16/23 11:36:52.734,"753","19.34","52.19",
01/16/23 11:37:52.744,"751","19.34","52.15",
01/16/23 11:38:52.734,"750","19.34","52.15",
01/16/23 11:39:52.742,"747","19.36","52.12",
01/16/23 11:40:52.737,"744","19.35","52.12",
01/16/23 11:41:52.735,"746","19.36","52.06",
01/16/23 11:42:52.741,"743","19.34","52.15",
01/16/23 11:43:52.742,"740","19.36","52",
01/16/23 11:44:52.745,"743","19.35","51.94",
01/16/23 11:45:52.744,"738","19.39","51.94",
01/16/23 11:46:52.737,"737","19.38","51.94",
01/16/23 11:47:52.735,"735","19.39","51.97",
01/16/23 11:48:52.739,"735","19.37","51.94",
01/16/23 11:49:52.741,"732","19.41","51.9",
01/16/23 11:50:52.743,"733","19.38","51.9",
01/16/23 11:51:52.735,"734","19.4","51.87",
01/16/23 11:52:52.737,"727","19.4","51.9",
01/16/23 11:53:52.744,"728","19.34","51.9",
01/16/23 11:54:52.731,"730","19.41","51.9",
01/16/23 11:55:52.740,"727","19.43","51.81",
01/16/23 11:56:52.742,"723","19.46","51.78",
01/16/23 11:57:52.732,"728","19.44","51.72",
01/16/23 11:58:52.735,"727","19.43","51.72",
01/16/23 11:59:52.740,"726","19.44","51.68",
01/16/23 12:00:52.746,"723","19.43","51.68",
01/16/23 12:01:52.736,"723","19.45","51.68",
01/16/23 12:02:52.743,"723","19.4","51.68",
01/16/23 12:03:52.732,"721","19.45","51.68",
01/16/23 12:04:52.733,"722","19.43","51.68",
01/16/23 12:05:52.737,"723","19.41","51.78",
01/16/23 12:06:52.738,"721","19.41","51.78",
01/16/23 12:07:52.747,"719","19.42","51.75",
01/16/23 12:08:52.742,"719","19.42","51.72",
01/16/23 12:09:52.732,"720","19.4","51.78",
01/16/23 12:10:52.735,"721","19.39","51.94",
01/16/23 12:11:52.739,"721","19.38","52.09",
01/16/23 12:12:52.735,"721","19.38","52.06",
01/16/23 12:13:52.740,"725","19.52","51.94",
01/16/23 12:14:52.736,"726","19.61","51.62",
01/16/23 12:15:52.740,"723","19.69","51.43",
01/16/23 12:16:52.743,"724","19.77","51.28",
01/16/23 12:17:52.734,"715","19.78","51.18",
01/16/23 12:18:52.737,"718","19.79","51.15",
01/16/23 12:19:52.739,"709","19.76","51.12",
01/16/23 12:20:52.747,"713","19.78","51.09",
01/16/23 12:21:52.740,"706","19.77","51.06",
01/16/23 12:22:52.734,"708","19.78","51.06",
01/16/23 12:23:52.738,"705","19.73","51.06",
01/16/23 12:24:52.740,"703","19.78","51.06",
01/16/23 12:25:52.746,"702","19.71","51.06",
01/16/23 12:26:52.734,"703","19.7","51.21",
01/16/23 12:27:52.746,"701","19.68","51.25",
